road_name,road_type,longitude,latitude
Grand Southern Trunk Road,primary,80.2014186,13.0049681
Kathipara Interchange Flyover,primary,80.2057304,13.0075831
Service Road,primary_link,80.158408,12.9769514
Airport Flyover,primary,80.1623359,12.9796951
Grand Southern Trunk Road,primary,80.1715405,12.9843987
,tertiary,80.2065733,13.0946619
Thirumangalam Road,tertiary,80.2012936,13.0948022
Sardar Patel Road,primary,80.2551166,13.0065443
,secondary,80.2597313,13.0073297
Adyar Flyover,primary,80.2591779,13.0105588
Anna Salai (Mount Road),primary,80.2210646,13.0121486
Kathipara Interchange Flyover Ramp,primary_link,80.2033951,13.0080662
Kathipara Interchange Flyover Ramp,primary_link,80.2053162,13.0077418
Taluk Office Road,primary,80.2256714,13.0160587
Maraimalai Adigal Bridge,primary,80.2245501,13.0187755
Guindy Bridge,primary,80.2147387,13.0101593
,secondary_link,80.2383232,13.0440995
Kathipara Interchange Flyover,primary,80.2036735,13.0081079
Sathyam Flyover,secondary,80.2557807,13.0546203
Peters Road,secondary,80.2603352,13.0541933
Royapettah Flyover,secondary,80.2618548,13.0540877
,primary_link,80.2497806,13.0498573
Kathipara Interchange Ramp,primary_link,80.2031043,13.0074079
Kathipara Interchange Ramp,primary_link,80.2037145,13.007102
Kathipara Interchange Flyover,primary,80.2037145,13.007102
Kathipara Interchange Flyover,primary,80.2014241,13.0052305
Inner Ring Road,primary,80.2097334,13.0322179
,secondary,80.2099925,13.0347201
Thambiah Road Ext,tertiary,80.2256999,13.0448835
W Mada Street,tertiary,80.2073585,13.1066253
,tertiary,80.2022484,12.9210395
,tertiary,80.1845345,12.8903683
Nookampalayam Link Road,tertiary,80.2194436,12.8777779
Thazhambur - DLF Road,tertiary,80.207078,12.8483493
Karanai Harijan Colony Road,tertiary,80.2096862,12.8483234
Sunnambu Kolathur Main Road,tertiary,80.1920215,12.9429517
,tertiary,80.2043399,12.942004
,tertiary,80.1899458,12.8852841
Periyar Bridge,primary,80.274623,13.0720436
Anna Salai (Mount Road),primary,80.260419,13.0598792
Anna Salai,primary,80.2754947,13.0728487
Periyar Bridge,primary,80.2755773,13.0727639
,primary_link,80.2786653,13.0756798
,primary_link,80.2790161,13.0762045
Quaid-e-Milleth Bridge,primary,80.2815328,13.0785385
Anna Salai,primary,80.281597,13.0784721
,primary_link,80.2764355,13.0742962
,tertiary,80.2751006,13.0714509
,primary,80.270889,13.0681523
Blackers Road,secondary,80.2692687,13.0683533
Avvai Shanmugam Salai,tertiary,80.2531231,13.0538064
Anna Flyover,primary,80.2523757,13.0534101
Arunachalam Street,secondary,80.2672158,13.0760151
Commander-In-Chief Bridge,secondary,80.2608744,13.0635784
Sterling Road,primary,80.243467,13.0663355
College Road,secondary,80.251937,13.0673742
College Road,secondary,80.2540816,13.0667733
Harrington Road,tertiary,80.2317774,13.0730136
Link Road,tertiary,80.2095396,13.0036245
Chakrapani Street,tertiary,80.2115039,13.0037947
MKN Road,tertiary,80.2095325,13.0060195
Maduvankarai Bridge,tertiary,80.2112851,13.0037404
Padi Flyover,primary,80.1945962,13.1016577
Padi Flyover,primary,80.194611,13.1020739
Padi Flyover,primary,80.1961772,13.0987223
New Avadi Road,primary,80.2065595,13.1018199
Gandhi Mandapam Flyover,primary,80.2393389,13.0070287
,tertiary,80.1642843,12.9357411
,tertiary,80.2609771,13.0183207
DGS Dhinakaran Road,primary,80.2674489,13.0188823
Durgabai Deshmukh Road,primary,80.2617081,13.0187731
Durgabai Deshmukh Road,primary,80.2594146,13.0158395
Santhome High Road,primary,80.2773791,13.0334551
Netaji Subhash Chandra Bose Road,secondary,80.2815146,13.0886274
Netaji Subhash Chandra Bose Road,tertiary,80.2789136,13.0894808
U turn in Guindy,primary,80.2212602,13.012364
Dr Muthulakshmi Salai,secondary,80.256511,13.0015818
Dr Muthulakshmi Salai,secondary,80.2570466,13.0042221
West Avenue Road,primary,80.2513095,12.9879
Kamarajar Salai,primary,80.2781486,13.0370105
,tertiary,80.2764744,13.0432766
Kamarajar Salai,primary,80.2843636,13.0680729
Napier Bridge,primary,80.2842287,13.0681042
Dr Radhakrishnan Salai,primary,80.2796082,13.0432716
,primary,80.262394,13.0448596
Paper Mills Road,secondary,80.2289524,13.1175702
,tertiary,80.2365256,13.1205902
,tertiary,80.2572547,13.1096615
Powder Mills Road,tertiary,80.2668692,13.1020036
Ambedkar Kalloori Salai,secondary,80.2603861,13.1022325
Brightons Road,tertiary,80.2605318,13.1076433
Sundaram Main Road,tertiary,80.2619335,13.1105536
Erukkancheri High Road,primary,80.2691018,13.1073781
Ebrahim Sahib Street,primary,80.2869024,13.1044578
North Terminus Road,primary,80.2910607,13.1058833
Royapuram Harbour Bridge,primary,80.2945262,13.105552
Surya Narayana Road,primary,80.2910332,13.1057541
Royapuram Bridge,primary,80.2908923,13.1045408
Vijayaraghavelu Road,secondary,80.2802967,13.1071671
Parthasarathy Bridge,secondary,80.2784772,13.1106928
,secondary,80.2244021,13.1072632
,secondary,80.2242406,13.1088487
,secondary,80.2255062,13.1098057
,secondary,80.2158553,13.105735
,tertiary,80.2079273,13.1054562
Mounasamy Madam Street,tertiary,80.2060919,13.1086624
Tiruvallur Street,tertiary,80.2102948,13.1083935
Chennai Bhattai Road,tertiary,80.2088156,13.1055721
Loco Works Road,tertiary,80.2265047,13.108668
Mowbrays Road,secondary,80.2568447,13.038166
,primary_link,80.2470513,13.0612456
Pallavaram Flyover,tertiary,80.1534934,12.9682711
Terminal Link Road,tertiary,80.1684447,12.9829661
Nanganallur Road,tertiary,80.1849785,12.9909673
Race Course Interior Road,tertiary,80.2154059,13.0099519
Besant Avenue Road,secondary,80.2597313,13.0073297
Mamabalam Highway,tertiary,80.2318855,13.0541673
,secondary,80.2344877,13.0538466
,tertiary,80.2258048,13.0544655
Link Road,tertiary,80.1914808,13.069084
Duraisamy Road,tertiary,80.214642,13.0505084
10th Avenue,tertiary,80.2126311,13.0347907
Inner Ring Road,primary,80.2118803,13.0348314
Koyambedu Bridge,primary,80.1989207,13.0783154
Jawaharlal Nehru Road (100 Feet Road),primary,80.2118803,13.0348314
Koyambedu Bridge,primary,80.1989258,13.0772399
Deputy Mayor Kabalamurthy Road,tertiary,80.270501,13.0788138
Pantheon Road Flyover,secondary,80.2584729,13.0709678
Rattan Bazaar Road,secondary,80.2808012,13.0858803
North Fort Road,primary,80.2846154,13.0854909
Quaid-e-Milleth Bridge,primary,80.2819299,13.0787772
College Bridge,secondary,80.2547788,13.0672964
College Bridge,secondary,80.2542956,13.066959
,secondary,80.2549684,13.0675773
,secondary_link,80.2553286,13.0680235
Dr. Muthulakshmi Road,secondary,80.2559195,12.9969294
Barbers Bridge,tertiary,80.274416,13.0413657
,tertiary,80.212045,13.0785457
Maduvankarai Bridge,tertiary,80.2118227,13.0773778
Gengu Reddy Subway,secondary,80.2521424,13.0761948
Egmore High Road,secondary,80.253036,13.0741978
Ayya Mudali Street,tertiary,80.2704753,13.0787
RA Puram 3rd Cross Street,tertiary,80.2578605,13.0250019
Madha Nagar Main Road,tertiary,80.1425011,13.0191029
,secondary,80.2743139,13.0716541
Kumalamman Koil Street,secondary,80.2906778,13.1279114
Vaidhyanathan Street,secondary,80.2850317,13.1283864
Vaidhyanathan Bridge,secondary,80.2843753,13.128374
Bazaar Road Subway,tertiary,80.224084,13.0217836
Alandur Road,tertiary,80.222145,13.020725
St Thomas Mount Subway,primary,80.2008989,12.996893
St Thomas Mount Subway,primary,80.2012282,12.9942253
2nd Cross Street,tertiary,80.2071719,12.9913761
Manmadhan House,tertiary,80.2095885,12.9906048
Thiruvallur Street,tertiary,80.2367182,12.9828307
Thiruvallur Street,tertiary,80.2343993,12.9828622
Santhome High Road,primary,80.2674592,13.019
Santhome High Road,primary,80.2722554,13.0227555
Narayana Guru Salai,secondary,80.2608828,13.0876608
Jermiah Road,secondary,80.2629079,13.0855773
Purasaiwalkam Flyover,secondary,80.2582132,13.0869089
Purasaiwalkam Flyover,secondary,80.259132,13.0868879
Purasaiwalkam Flyover,secondary,80.2575066,13.0867127
Narayana Guru Salai,secondary,80.2635124,13.088607
Thiruvalluvar Road,primary,80.2596265,12.9872327
Thiruvalluvar Road,primary,80.2555688,12.9877251
Kuppam Beach Road,tertiary,80.2579716,12.9702562
Thirumalai Pillai Road,secondary,80.2400694,13.045324
Tiruvalluvar Nagar 2nd Avenue,tertiary,80.2633809,12.9740177
,primary_link,80.2488699,13.0506545
Kottivakkam Kuppam Road,tertiary,80.2641322,12.9685685
East Kottur Canal Bank Road,tertiary,80.2488856,13.0104792
Shastri Nagar1st Main Road,tertiary,80.2597986,13.0010602
Ottiambakkam Road,tertiary,80.195688,12.8595997
Medavakkam - Mambakkam - Sembakkam Road,primary,80.1706293,12.8807791
Adyar Gate Club Road,tertiary,80.2497725,13.0287832
Archbishop Mathias Road,tertiary,80.2454557,13.0270077
Nandanam Main Road,tertiary,80.2451043,13.0276243
Brindavan Nagar Main Road,tertiary,80.2048945,12.9839602
Murugappa Street,tertiary,80.1974719,12.9755516
Bazaar Road,secondary,80.2062836,12.9653367
Velachery Main Road,primary,80.2165101,12.9645521
Velachery MRTS Bridge,primary,80.2188214,12.9704804
Velachery Bypass Road,primary,80.2184003,12.9800212
Velachery Main Road,secondary,80.2194071,12.9916774
Taramani Link Road,primary,80.2358986,12.9811546
Eri Karai Street,tertiary,80.2384084,12.9841475
Taramani Link Road,primary,80.2413822,12.9814077
Taramani Link Road,primary,80.251105,12.9803054
Nethaji Road,tertiary,80.2095885,12.9906048
,primary,80.2502488,13.0505526
,primary,80.2004611,13.0021572
Mount - Medavakkam Road,primary,80.2006619,12.9975496
,tertiary,80.2818626,13.1391419
EVR Periyar Salai,primary,80.217631,13.0749351
Thirumangalam – Mogappair Road,primary,80.1986874,13.0871089
Old Trunk Road,tertiary,80.1549287,12.9733007
,tertiary,80.1510817,12.9673639
PT Rajan Salai,secondary,80.2116112,13.0442386
EVR Periyar Salai,primary,80.2223795,13.0741557
Anna Nagar 3rd Avenue,secondary,80.2183124,13.0922173
Anna Nagar 3rd Avenue,secondary,80.2180606,13.0884206
Anna Nagar 2nd Avenue,secondary,80.2209262,13.0845946
Choolaimedu Bridge,tertiary,80.2318254,13.0686565
Choolaimedu High Road,tertiary,80.2316889,13.0678324
Brick Klin Road,primary,80.2514348,13.0979368
Astabujam Naicken Street,tertiary,80.2588649,13.0934773
Eldams Road,secondary,80.2566429,13.0380739
Jawaharlal Nehru Road (100 Feet Road),primary,80.1956193,13.0991315
Padi Flyover,primary,80.1949151,13.1001401
Padi Flyover,primary,80.1946073,13.1001112
,tertiary,80.1984992,13.1030162
Padi Flyover,primary,80.1970853,13.1026341
Thillaiganga Nagar Subway,primary,80.1934215,12.9945224
Gopathi Narayanaswami Road,secondary,80.247162,13.0493144
,tertiary,80.2364621,12.9429076
Mahalingapuram Main Road,secondary,80.2375496,13.0611425
,secondary,80.280742,13.0643907
Wallajah Road,secondary,80.2810075,13.0643994
Anna Flyover,primary,80.2525012,13.0533907
Anna Flyover,primary,80.2498037,13.0499637
RA Puram 2nd Main Road,secondary,80.2602277,13.0270527
Venkatakrishna Road,secondary,80.2604964,13.0269824
Mount - Poonamallee - Avadi Road,primary,80.1170762,13.045387
Kaliamman Koil Street,tertiary,80.1921185,13.0490354
Thiruvallur Road,tertiary,80.1948971,13.0692558
McNichols Road,primary,80.2428254,13.0678839
Munro Bridge,primary,80.2427481,13.0678639
McNichols Road,primary,80.2425442,13.0685686
Munro Bridge,primary,80.2426286,13.0685904
Dr Nair Road,secondary,80.2404968,13.0403078
,primary_link,80.1893678,12.9960315
Turnbulls Road,tertiary,80.2457626,13.0295538
,tertiary,80.2070857,13.0253901
Jawaharlal Nehru Street,tertiary,80.2087146,13.0281827
,tertiary,80.2087146,13.0281827
,tertiary,80.2069983,13.0254279
,tertiary,80.2076907,13.0263723
Jafferkhanpet Bridge,primary,80.2070696,13.0256568
Inner Ring Road,primary,80.2085793,13.0286396
சிட்கா தொழிற்பேட்டை பகுதி,tertiary,80.2061785,13.018522
,tertiary,80.2080104,13.0275058
,tertiary,80.2080104,13.0275058
Mount - Poonamallee - Avadi Road,primary,80.1962898,13.0086232
road to Manapakkam,tertiary,80.1872539,13.0179598
Mount - Poonamallee - Avadi Road,primary,80.1865193,13.0185467
Mount - Poonamallee - Avadi Road,primary,80.1859212,13.0198659
Mount - Poonamallee - Avadi Road,primary,80.1857818,13.0198098
Jafferkhanpet Bridge,primary,80.2086659,13.0286417
Eldams Road,secondary,80.2566429,13.0380739
Jawaharlal Nehru Road (100 Feet Road),primary,80.1991766,13.1201016
Jawaharlal Nehru Road (100 Feet Road),primary,80.1972148,13.1115413
Army Road,tertiary,80.1945979,13.026026
Abraham Bridge,secondary,80.2187109,13.0183082
Alandur Road,secondary,80.2156958,13.0162455
Velachery Main Road,secondary,80.2232552,13.0114027
Anna Salai (Mount Road),primary,80.2170576,13.0109201
Anna Salai (Mount Road),primary,80.2147351,13.010055
North Parade Road,tertiary,80.1971621,13.0056438
RK Shanmugam Salai,tertiary,80.2020389,13.0406519
K Karunanidhi Road,tertiary,80.2014014,13.0363389
Music Academy Flyover,primary,80.262207,13.0449063
Pantheon Road Flyover,secondary,80.2584486,13.0709433
Pantheon Road,secondary,80.2643132,13.0757524
Pantheon Road Flyover,secondary,80.2554482,13.0680811
Ambal Nagar Main,tertiary,80.2030144,13.0181219
Gandhi Nagar Main,tertiary,80.2030144,13.0181219
,tertiary,80.2097595,13.0131072
Corporation Water Works Road,tertiary,80.2124988,13.0144754
Arulayammanpet Main,tertiary,80.2128841,13.0159685
,tertiary,80.2093449,13.0160676
Viswanathapuram Main Road,secondary,80.2272452,13.0508567
Mount - Poonamallee - Avadi Road,primary,80.186646,13.0186289
Sea Shell Avenue,tertiary,80.246365,12.8930579
Panaiyur Kuppam Main Road,tertiary,80.2456145,12.8875374
Defence Colony Road,secondary,80.1962382,13.0142579
Mandaveli Road,tertiary,80.2725864,13.028737
PS Kumarasamy Raja Road,tertiary,80.2581862,13.0186354
Kotturpuram Bridge,secondary,80.2430679,13.0242205
,tertiary,80.2452338,13.0854021
Dr Alagappa Road,secondary,80.2542563,13.081772
Ormes Road,tertiary,80.2437345,13.0823951
,secondary_link,80.2568144,13.0695209
Peters Road,secondary,80.2578927,13.0545149
Musiri Subramanium Road,secondary,80.2573777,13.0388619
,secondary,80.2583616,13.0407049
Cenotaph Road,tertiary,80.2458395,13.0308532
Alwarpet Flyover,secondary,80.2583076,13.0406141
Nelson Manickam Road,secondary,80.2212346,13.072479
Vada Agaram Road,tertiary,80.2256846,13.0671737
Vada Agaram Road,tertiary,80.2256098,13.0669698
Vanniyar Street,tertiary,80.2261973,13.0587169
Vanniyar Street,tertiary,80.2260375,13.0587124
East vanniyar Street,tertiary,80.1924018,13.042688
Anna Main Road,secondary,80.2044229,13.0358933
Anna Main Road,secondary,80.1928175,13.0379885
Ashok Pillar Road,secondary,80.2057589,13.0358165
Ashok Pillar Road,secondary,80.2098429,13.035095
Anna Main Road,secondary,80.2014014,13.0363389
,tertiary,80.276509,13.1192488
Nerkundram Road,tertiary,80.1910397,13.0629243
"kamarajar Salai, AVM Avenue 1st Main Road",tertiary,80.1893569,13.0465137
,tertiary,80.1967892,13.05926
Kamaraj Salai,tertiary,80.1970952,13.0578405
,tertiary,80.1963159,13.0580943
Thirumangalam – Mogappair Road,primary,80.1984533,13.0871073
,secondary,80.2098294,13.0131716
,tertiary,80.1884799,13.0508752
2nd Avenue,secondary,80.2147868,13.0445592
,tertiary,80.2349143,12.9262703
,tertiary,80.2349143,12.9262703
,tertiary,80.2362828,12.9335567
,tertiary,80.2361545,12.9330545
,tertiary,80.239035,12.9293069
,tertiary,80.2349143,12.9262703
,tertiary,80.2058393,13.1187207
Vivekananda Nagar Main Road,secondary,80.2015375,13.123898
Ennore High Road,secondary,80.2859258,13.1482345
Nookampalayam Road,tertiary,80.1987723,12.9007735
,tertiary,80.1977752,12.8895297
Gangai Amman Koil Street,tertiary,80.2116712,13.0264298
"2nd Avenue, Anna Nagar West",secondary,80.2178056,13.0846237
13th Main Road,tertiary,80.2007016,13.0948177
8th Main Road,tertiary,80.2121103,13.0788711
Subbarayan Salai,tertiary,80.2647002,13.033926
Venkatesa Agraharam Road,tertiary,80.26434,13.0332046
Venkatesa Agraharam Road,tertiary,80.2641822,13.0333683
,secondary,80.2660479,13.0266395
Erukkancheri High Road,primary,80.2709105,13.1052961
Basin Bridge,primary,80.2717171,13.1044139
Basin Bridge Road,primary,80.2747464,13.1041824
Whites Road,secondary,80.2651238,13.057802
,tertiary,80.2429482,12.9442444
Bharathiyar Nagar Main Road,tertiary,80.2387431,12.9348218
,tertiary,80.2379818,12.9296665
Raju Nagar 3rd Street,tertiary,80.2350131,12.9339322
,tertiary,80.2401267,12.9383635
Raju Nagar 6th Street,tertiary,80.2368766,12.935326
Pandian salai,tertiary,80.2481128,12.9496095
Pandian Salai,tertiary,80.2487833,12.9495382
Jani Jhan Khan Road,tertiary,80.2709855,13.0590396
Kalki Krishnamurty Road,secondary,80.2526657,12.9827397
Indira Nagar 1st Avenue,tertiary,80.2514273,12.9986722
Suryanarayana Street,primary,80.2911391,13.1062163
Mugalivakkam Road,tertiary,80.1678538,13.0253759
South Avenue,secondary,80.2576927,12.984174
,primary,80.2903918,13.1027981
Royapettah High Road,secondary,80.2642145,13.0539183
RK Mutt Road,secondary,80.2664657,13.0292148
Luz Church Road,secondary,80.2643051,13.0376204
Thambu Chetty Street,tertiary,80.2906337,13.1026852
Ramamoorthy Avenue,tertiary,80.1570237,13.0116803
T. Ponnambalam Salai,tertiary,80.147563,13.0104078
,tertiary,80.1311762,13.0162901
Maddox Street,tertiary,80.2656912,13.085367
General Collins Road,tertiary,80.2633917,13.0884061
Elephant Gate Bridge Road,secondary,80.2705742,13.0924182
Elephant Gate Bridge Road,secondary,80.2718427,13.0929094
Elephant Gate Bridge Road,secondary,80.2730507,13.0938441
Elephant Gate Bridge Road,secondary,80.2694012,13.0907884
Elephant Gate Bridge,secondary,80.2717752,13.0930077
Elephant Gate Bridge,secondary,80.2731196,13.0937439
Basin Bridge Road,primary,80.268407,13.0982139
,primary,80.2704914,13.1029471
Narasinga Perumal Koil Street,tertiary,80.2621464,13.0923292
,tertiary,80.262439,13.093478
Perambur Tank Bund Road,tertiary,80.2472506,13.0991044
Millers Road,primary,80.2503802,13.0857918
,tertiary,80.2258942,13.0999656
Vellala Street,tertiary,80.2214376,13.0960629
Portious Road,secondary,80.2313622,13.1027677
Thirumangalam Road,tertiary,80.2016611,13.0980048
Jones Subway,tertiary,80.2240989,13.0252732
Jones Subway,tertiary,80.224611,13.0252998
,tertiary,80.1933075,13.0144133
Morasali Maran Flyover,primary,80.2434907,13.1094768
Perambur High Road,primary,80.2478802,13.1068561
Perambur High Road,primary,80.2441293,13.1085382
,secondary,80.2422805,13.1096122
Perambur High Road,primary,80.2452302,13.1072599
Kalki Krishnamurty Road,secondary,80.2546692,12.9827366
NSK Salai,primary,80.2134278,13.0501817
Jawaharlal Nehru Road (100 Feet Road),primary,80.2124429,13.0443017
EVR Periyar Salai,primary,80.1965987,13.0754202
Ayanavaram Road,tertiary,80.2322339,13.0928091
Inner Ring Road (Southern Sector),primary,80.1959977,12.9838926
Kalki Krishnamurty Road,secondary,80.2548769,12.9835678
Muthuswamy Road,primary,80.2817846,13.082277
Kamaraj Salai,tertiary,80.1969997,13.0532477
,primary,80.2912907,13.10633
EVR Periyar Salai Flyover Ramp,primary_link,80.1998685,13.0763761
,primary_link,80.2005809,13.076324
,primary_link,80.1966109,13.0755168
EVR Periyar Salai Flyover Ramp,primary_link,80.1994009,13.0753313
EVR Periyar Salai Flyover,primary,80.2007413,13.0763914
EVR Periyar Salai Flyover Ramp,primary_link,80.2001241,13.0755433
